Unnamed: 0;Unnamed: 1;Unnamed: 2;Unnamed: 3;Unnamed: 4;Unnamed: 5;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;Unnamed: 11
;21.- VISADOS DE DIRECCIÓN DE OBRA NUEVA;;;;;;;;;;
;;;;;;;;;;;
;N.º de viviendas y superficie media según destino principal;;;;;;;;;;
;;;;;;;;;;;
;Granada;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;Oct;315.0;143.0;2.0;126.730158;88.797202;;;24.0;484.0
;;Sep;212.0;396.0;0.0;128.476415;101.497474;;;43.0;651.0
;;Ago;64.0;44.0;0.0;143.546875;107.65909;;;6.0;114.0
;;Jul;419.0;218.0;4.0;129.854415;108.174311;;;37.0;678.0
;;Jun;153.0;374.0;2.0;137.732026;96.652406;;;17.0;546.0
;;May;460.0;318.0;1.0;113.554347;98.160377;;;34.0;813.0
;;Abr;185.0;349.0;4.0;141.659459;90.045845;;;7.0;545.0
;;Mar;253.0;115.0;1.0;132.494071;93.67826;;;15.0;384.0
;;Feb;186.0;85.0;1.0;140.096774;94.105882;;;17.0;289.0
;;Ene;189.0;343.0;0.0;132.084656;86.55102;;;12.0;544.0
1994;;Dic;285.0;216.0;2.0;121.003508;100.5;;;23.0;526.0
;;Nov;181.0;201.0;6.0;139.480662;86.651741;;;59.0;447.0
;;Oct;317.0;554.0;4.0;124.230283;106.584837;;;8.0;883.0
;;Sep;235.0;528.0;8.0;131.646808;91.895833;;;17.0;788.0
;;Ago;165.0;187.0;1.0;135.139393;85.149732;;;5.0;358.0
;;Jul;189.0;187.0;0.0;130.10582;100.641711;;;79.0;455.0
;;Jun;402.0;389.0;4.0;127.340796;85.758354;;;40.0;835.0
;;May;168.0;254.0;0.0;122.565476;90.204724;;;33.0;455.0
;;Abr;279.0;257.0;8.0;129.566308;91.167315;;;17.0;561.0
;;Mar;219.0;121.0;4.0;133.433789;97.396694;;;29.0;373.0
;;Feb;267.0;198.0;0.0;119.153558;99.237373;;;7.0;472.0
;;Ene;196.0;105.0;0.0;140.040816;97.6;;;11.0;312.0
1993;;Dic;102.0;245.0;0.0;144.156862;86.620408;;;6.0;353.0
;;Nov;320.0;735.0;1.0;134.125;80.072108;;;19.0;1075.0
;;Oct;275.0;382.0;5.0;119.418181;93.479057;;;22.0;684.0
;;Sep;230.0;275.0;2.0;109.469565;96.203636;;;19.0;526.0
;;Ago;93.0;68.0;0.0;139.612903;97.147058;;;19.0;180.0
;;Jul;351.0;281.0;1.0;121.698005;89.274021;;;19.0;652.0
;;Jun;201.0;233.0;3.0;127.149253;95.789699;;;54.0;491.0
;;May;212.0;237.0;1.0;116.768867;83.080168;;;7.0;457.0
;;Abr;230.0;356.0;1.0;139.747826;97.002808;;;19.0;606.0
;;Mar;261.0;352.0;0.0;124.739463;98.494318;;;23.0;636.0
;;Feb;198.0;566.0;7.0;132.045454;93.579505;;;9.0;780.0
;;Ene;273.0;314.0;2.0;127.424908;90.264331;;;57.0;646.0
1992;;Dic;154.0;170.0;0.0;123.012987;104.229411;;;17.0;341.0
;;Nov;130.0;150.0;0.0;139.26923;99.693333;;;135.0;415.0
;;Oct;214.0;318.0;0.0;136.42056;98.704402;;;20.0;552.0
;;Sep;151.0;378.0;1.0;144.596026;103.621693;;;30.0;560.0
;;Ago;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0
;;Jul;377.0;542.0;1.0;146.46419;98.354243;;;25.0;945.0
;;Jun;215.0;249.0;9.0;124.460465;99.915662;;;32.0;505.0
;;May;217.0;389.0;4.0;139.327188;102.128534;;;25.0;635.0
;;Abr;200.0;828.0;6.0;160.415;94.811594;;;37.0;1071.0
;;Mar;166.0;213.0;0.0;147.120481;100.474178;;;5.0;384.0
;;Feb;212.0;412.0;1.0;147.929245;92.28398;;;10.0;635.0
;;Ene;170.0;145.0;0.0;129.323529;93.468965;;;23.0;338.0
1991;;Dic;123.0;220.0;0.0;150.609756;110.963636;;;18.0;361.0
;;Nov;270.0;362.0;0.0;136.177777;111.008287;;;3.0;635.0
;;;;;;;;;;;
"Fuente: M. Transportes, Movilidad y Agenda Urbana
Fecha: 25/05/2023";;;;;;;;;;;
